replicon_gembase_name	size	mobility	Predicted_PTU
ESCO001.0523.01351.003P	120731	pCONJ	PTU-?
ESCO001.0523.01351.004P	107032	pCONJ	PTU-I1
ESCO001.0523.01351.005P	89634	PP	PTU-Y
ESCO001.0523.01351.006P	58698	pMOB	PTU-I1
ESCO001.0523.01351.007P	53292	pCONJ	PTU-X3
ESCO001.0523.01351.008P	2634	pNT	PTU-E47
ESCO001.0523.01352.002P	158041	pCONJ	PTU-?
ESCO001.0523.01352.003P	6278	pOriT	PTU-E63
ESCO001.0523.01353.002P	170625	pCONJ	PTU-?
ESCO001.0523.01353.003P	50362	pNT	-
ESCO001.0523.01353.004P	31976	pNT	-
ESCO001.0523.01353.005P	6291	pOriT	PTU-E63
ESCO001.0523.01354.002P	219996	pCONJ	PTU-FE
ESCO001.0523.01354.003P	137647	pCONJ	PTU-I1
ESCO001.0523.01354.004P	11489	pMOB	PTU-E1
ESCO001.0523.01354.005P	10928	pOriT	-
ESCO001.0523.01354.006P	9459	pMOB	PTU-E1
ESCO001.0523.01354.007P	7250	pMOB	PTU-E22
ESCO001.0523.01354.008P	6665	pMOB	PTU-E22
ESCO001.0523.01354.009P	6055	pMOB	PTU-E14
ESCO001.0523.01355.002P	164740	pCONJ	PTU-FE
ESCO001.0523.01355.003P	43140	PP	-
ESCO001.0523.01355.004P	5739	pMOB	PTU-E22
ESCO001.0523.01356.002P	159955	pCONJ	PTU-?
ESCO001.0523.01356.003P	50447	pCONJ	PTU-X4
ESCO001.0523.01356.004P	6188	pOriT	PTU-E63
ESCO001.0523.01357.002P	224320	pCONJ	PTU-FE
ESCO001.0523.01357.003P	18105	pNT	-
ESCO001.0523.01357.004P	18002	pNT	-
ESCO001.0523.01357.005P	6275	pOriT	PTU-E52
ESCO001.0523.01358.002P	351436	pCONJ	PTU-FK
ESCO001.0523.01360.002P	105640	pNT	-
ESCO001.0523.01360.003P	75842	pOriT	-
ESCO001.0523.01362.002P	127534	pCONJ	PTU-?
ESCO001.0523.01362.003P	60935	pCONJ	PTU-N1
ESCO001.0523.01371.002P	231954	pCONJ	PTU-HI2
ESCO001.0523.01371.003P	169208	pCONJ	PTU-FE
ESCO001.0523.01371.004P	10227	pOriT	PTU-X3
ESCO001.0523.01371.005P	4363	pNT	-
ESCO001.0523.01371.006P	3174	pOriT	PTU-E1
ESCO001.0523.01371.007P	670	pNT	-
ESCO001.0523.01371.008P	614	pNT	-
ESCO001.0523.01372.002P	118805	pNT	-
ESCO001.0523.01372.003P	92591	PP	PTU-Y
ESCO001.0523.01372.004P	85542	pCONJ	PTU-FE
ESCO001.0523.01373.002P	161701	pCONJ	PTU-FE
ESCO001.0523.01373.003P	66866	pdCONJ	PTU-I1
ESCO001.0523.01374.002P	133958	pCONJ	PTU-FE
ESCO001.0523.01374.003P	94191	PP	PTU-E25
ESCO001.0523.01374.004P	62390	pCONJ	PTU-I2
ESCO001.0523.01374.005P	2101	pNT	PTU-E47
ESCO001.0523.01374.006P	1553	pOriT	PTU-E9
ESCO001.0523.01375.002P	146039	pCONJ	PTU-FE
ESCO001.0523.01375.003P	48551	pMOB	PTU-I1
ESCO001.0523.01375.004P	4073	pMOB	PTU-E10
ESCO001.0523.01375.005P	1506	pOriT	PTU-E9
ESCO001.0523.01376.002P	134984	pCONJ	PTU-FE
ESCO001.0523.01376.003P	100217	pCONJ	PTU-E50
ESCO001.0523.01376.004P	56811	pMOB	PTU-I1
ESCO001.0523.01376.005P	4071	pMOB	PTU-E10
ESCO001.0523.01376.006P	3174	pOriT	PTU-E1
ESCO001.0523.01377.002P	111696	PP	PTU-E16
ESCO001.0523.01377.003P	63359	pCONJ	PTU-I2
ESCO001.0523.01377.004P	49706	pdCONJ	PTU-FE
ESCO001.0523.01377.005P	2621	pNT	-
ESCO001.0523.01378.002P	253380	pCONJ	PTU-HI2
ESCO001.0523.01378.003P	93120	pNT	-
ESCO001.0523.01378.004P	2088	pNT	PTU-E47
ESCO001.0523.01379.002P	128649	pdCONJ	PTU-FE
ESCO001.0523.01379.003P	88542	pCONJ	PTU-I1
ESCO001.0523.01380.002P	269592	pCONJ	PTU-HI2
ESCO001.0523.01380.003P	83408	pCONJ	PTU-FE
ESCO001.0523.01380.004P	82796	pOriT	PTU-?
ESCO001.0523.01380.005P	12913	pNT	-
ESCO001.0523.01383.002P	2941	pOriT	PTU-E1
ESCO001.0523.01385.002P	83340	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01385.003P	75544	pMOB	PTU-E48
ESCO001.0523.01385.004P	51013	pCONJ	PTU-FE
ESCO001.0523.01385.005P	7939	pMOB	PTU-E1
ESCO001.0523.01385.006P	6728	pMOB	PTU-E20
ESCO001.0523.01386.002P	163406	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01386.003P	65782	pNT	-
ESCO001.0523.01386.004P	9058	pMOB	PTU-E1
ESCO001.0523.01387.002P	169291	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01387.003P	6744	pMOB	PTU-E20
ESCO001.0523.01388.002P	149801	pCONJ	PTU-?
ESCO001.0523.01388.003P	111656	PP	PTU-E16
ESCO001.0523.01389.002P	224105	pCONJ	-
ESCO001.0523.01389.003P	94363	PP	PTU-Y
ESCO001.0523.01389.004P	43613	pNT	PTU-I1
ESCO001.0523.01389.005P	33771	pNT	-
ESCO001.0523.01389.006P	10410	pMOB	-
ESCO001.0523.01389.007P	9740	pNT	PTU-I1
ESCO001.0523.01389.008P	5665	pNT	-
ESCO001.0523.01389.009P	3780	pNT	PTU-FE
ESCO001.0523.01389.010P	3400	pNT	-
ESCO001.0523.01390.002P	137552	pCONJ	PTU-C
ESCO001.0523.01390.003P	110410	PP	PTU-Y
ESCO001.0523.01390.004P	96208	pCONJ	PTU-?
ESCO001.0523.01390.005P	63040	pMOB	-
ESCO001.0523.01390.006P	6200	pOriT	PTU-E63
ESCO001.0523.01391.002P	130873	pCONJ	PTU-I1
ESCO001.0523.01391.003P	128175	pCONJ	PTU-FE
ESCO001.0523.01391.004P	112107	PP	PTU-E16
ESCO001.0523.01391.005P	20638	pOriT	PTU-E58
ESCO001.0523.01391.006P	10760	pMOB	PTU-E7
ESCO001.0523.01392.002P	108485	pCONJ	PTU-FE
ESCO001.0523.01392.003P	65500	pCONJ	PTU-L/M
ESCO001.0523.01392.004P	20432	pNT	-
ESCO001.0523.01392.005P	2969	PP	-
ESCO001.0523.01392.006P	2505	pNT	-
ESCO001.0523.01392.007P	1301	pOriT	PTU-E52
ESCO001.0523.01392.008P	804	pNT	-
ESCO001.0523.01392.009P	739	pMOB	-
ESCO001.0523.01393.002P	171115	pCONJ	PTU-?
ESCO001.0523.01393.003P	90907	pCONJ	PTU-I1
ESCO001.0523.01393.004P	77013	pCONJ	PTU-L/M
ESCO001.0523.01393.005P	3888	PP	-
ESCO001.0523.01394.002P	268672	pCONJ	PTU-HI2
ESCO001.0523.01394.003P	155994	pCONJ	PTU-FE
ESCO001.0523.01394.004P	3714	PP	-
ESCO001.0523.01395.002P	142329	pOriT	PTU-HI2
ESCO001.0523.01395.003P	113047	pNT	-
ESCO001.0523.01395.004P	107575	pMOB	-
ESCO001.0523.01395.005P	65126	pCONJ	-
ESCO001.0523.01395.006P	26903	pNT	-
ESCO001.0523.01396.002P	222008	pCONJ	PTU-HI2
ESCO001.0523.01396.003P	115443	pCONJ	PTU-FE
ESCO001.0523.01397.002P	138402	pCONJ	PTU-FE
ESCO001.0523.01398.002P	126075	pCONJ	PTU-FE
ESCO001.0523.01399.002P	135854	pCONJ	PTU-FE
ESCO001.0523.01406.002P	94190	pOriT	-
ESCO001.0523.01407.002P	92278	pMOB	-
ESCO001.0523.01407.003P	50591	pCONJ	PTU-?
ESCO001.0523.01407.004P	2442	pMOB	-
ESCO001.0523.01408.002P	216026	pOriT	PTU-E49
ESCO001.0523.01408.003P	50592	pCONJ	PTU-?
ESCO001.0523.01408.004P	4371	pNT	-
ESCO001.0523.01408.005P	2442	pMOB	-
ESCO001.0523.01409.002P	110874	PP	PTU-E16
ESCO001.0523.01409.003P	83929	pMOB	-
ESCO001.0523.01409.004P	50950	pCONJ	PTU-?
ESCO001.0523.01409.005P	2137	pOriT	-
ESCO001.0523.01409.006P	1465	pNT	-
ESCO001.0523.01410.002P	129419	pMOB	PTU-E49
ESCO001.0523.01410.003P	51114	pCONJ	PTU-?
ESCO001.0523.01410.004P	2029	pMOB	-
ESCO001.0523.01412.002P	147403	pCONJ	PTU-FE
ESCO001.0523.01413.002P	120124	pCONJ	PTU-FE
ESCO001.0523.01413.003P	51705	pMOB	PTU-I1
ESCO001.0523.01413.004P	6647	pMOB	PTU-E1
ESCO001.0523.01413.005P	5411	pMOB	PTU-E1
ESCO001.0523.01413.006P	4072	pMOB	PTU-E10
ESCO001.0523.01413.007P	3230	pNT	-
ESCO001.0523.01414.002P	151915	pCONJ	-
ESCO001.0523.01414.003P	46160	pCONJ	PTU-X3
ESCO001.0523.01416.002P	129071	pCONJ	PTU-FE
ESCO001.0523.01416.003P	125150	pNT	-
ESCO001.0523.01417.002P	163194	pCONJ	-
ESCO001.0523.01417.003P	58414	pCONJ	PTU-I2
ESCO001.0523.01418.002P	41684	pOriT	-
ESCO001.0523.01419.002P	108576	pCONJ	-
ESCO001.0523.01419.003P	106761	pCONJ	-
ESCO001.0523.01419.004P	47849	pCONJ	PTU-X3
ESCO001.0523.01419.005P	37779	pNT	-
ESCO001.0523.01419.006P	9533	pMOB	-
ESCO001.0523.01419.007P	2994	pNT	-
ESCO001.0523.01419.008P	1506	pOriT	PTU-E9
ESCO001.0523.01420.002P	152061	pOriT	-
ESCO001.0523.01420.003P	147204	pCONJ	PTU-FE
ESCO001.0523.01420.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01420.005P	2809	pOriT	-
ESCO001.0523.01420.006P	2508	pNT	-
ESCO001.0523.01421.002P	420355	PP	-
ESCO001.0523.01421.003P	94297	pCONJ	PTU-FE
ESCO001.0523.01422.002P	79548	pCONJ	PTU-FE
ESCO001.0523.01423.002P	148312	pdCONJ	PTU-FE
ESCO001.0523.01424.002P	157396	pCONJ	PTU-FE
ESCO001.0523.01424.003P	5167	pMOB	PTU-E7
ESCO001.0523.01425.002P	90559	PP	PTU-Y
ESCO001.0523.01425.003P	65305	pCONJ	PTU-N1
ESCO001.0523.01425.004P	50185	pCONJ	PTU-FE
ESCO001.0523.01426.002P	407456	pCONJ	-
ESCO001.0523.01426.003P	92646	PP	PTU-Y
ESCO001.0523.01426.004P	1506	pOriT	PTU-E9
ESCO001.0523.01427.002P	68411	pMOB	PTU-FE
ESCO001.0523.01427.003P	6222	pOriT	PTU-E63
ESCO001.0523.01427.004P	2519	pNT	PTU-E47
ESCO001.0523.01427.005P	1393	pOriT	PTU-E9
ESCO001.0523.01428.002P	165243	pCONJ	PTU-FE
ESCO001.0523.01428.003P	10552	pMOB	PTU-E1
ESCO001.0523.01428.004P	4063	pMOB	PTU-E10
ESCO001.0523.01429.002P	82394	pOriT	PTU-?
ESCO001.0523.01430.002P	33843	pNT	-
ESCO001.0523.01431.002P	33842	pNT	-
ESCO001.0523.01432.002P	33849	pNT	-
ESCO001.0523.01433.002P	87231	pCONJ	-
ESCO001.0523.01434.002P	82263	pCONJ	-
ESCO001.0523.01434.003P	79133	pOriT	-
ESCO001.0523.01434.004P	63171	pCONJ	PTU-FE
ESCO001.0523.01435.002P	71807	pCONJ	PTU-FE
ESCO001.0523.01436.002P	111805	pdCONJ	-
ESCO001.0523.01436.003P	62643	pCONJ	PTU-FE
ESCO001.0523.01437.002P	229883	pOriT	PTU-HI2
ESCO001.0523.01437.003P	71807	pCONJ	PTU-FE
ESCO001.0523.01439.002P	1566	pOriT	PTU-E9
ESCO001.0523.01441.002P	128537	pdCONJ	PTU-FE
ESCO001.0523.01441.003P	1550	pOriT	PTU-E9
ESCO001.0523.01442.002P	126021	pCONJ	PTU-?
ESCO001.0523.01442.003P	6647	pMOB	PTU-E1
ESCO001.0523.01442.004P	2182	pNT	-
ESCO001.0523.01442.005P	1552	pOriT	PTU-E9
ESCO001.0523.01442.006P	1433	pOriT	PTU-E9
ESCO001.0523.01443.002P	109860	pCONJ	PTU-FE
ESCO001.0523.01443.003P	5969	pMOB	PTU-E1
ESCO001.0523.01443.004P	2028	pMOB	-
ESCO001.0523.01444.002P	108557	pdCONJ	-
ESCO001.0523.01444.003P	68935	pCONJ	PTU-L/M
ESCO001.0523.01446.002P	76063	PP	-
ESCO001.0523.01446.003P	6821	pOriT	PTU-E52
ESCO001.0523.01447.002P	90138	pNT	-
ESCO001.0523.01447.003P	6821	pOriT	PTU-E52
ESCO001.0523.01448.002P	114358	pCONJ	-
ESCO001.0523.01448.003P	100386	pMOB	-
ESCO001.0523.01448.004P	39610	PP	-
ESCO001.0523.01449.002P	146074	pCONJ	PTU-E77
ESCO001.0523.01449.003P	97743	pCONJ	PTU-I1
ESCO001.0523.01449.004P	94550	pNT	PTU-E68
ESCO001.0523.01449.005P	37652	pCONJ	PTU-E28
ESCO001.0523.01451.002P	71810	pCONJ	PTU-FE
ESCO001.0523.01453.002P	84986	pCONJ	PTU-I1
ESCO001.0523.01453.003P	70864	pCONJ	PTU-FE
ESCO001.0523.01453.004P	40170	pOriT	-
ESCO001.0523.01453.005P	5249	pOriT	-
ESCO001.0523.01453.006P	4499	pNT	-
ESCO001.0523.01454.002P	87961	pNT	PTU-FE
ESCO001.0523.01455.002P	154739	pCONJ	PTU-FE
ESCO001.0523.01455.003P	4062	pMOB	PTU-E10
ESCO001.0523.01456.002P	40757	pNT	-
ESCO001.0523.01457.002P	129277	pCONJ	-
ESCO001.0523.01457.003P	46569	pCONJ	PTU-?
ESCO001.0523.01457.004P	4285	pOriT	PTU-E58
ESCO001.0523.01458.002P	104573	pOriT	-
ESCO001.0523.01458.003P	99340	pNT	PTU-E49
ESCO001.0523.01458.004P	88457	pCONJ	PTU-FE
ESCO001.0523.01458.005P	50634	pCONJ	PTU-?
ESCO001.0523.01459.002P	235360	pCONJ	PTU-HI2
ESCO001.0523.01459.003P	126040	pCONJ	-
ESCO001.0523.01459.004P	97389	pOriT	-
ESCO001.0523.01459.005P	48680	pOriT	-
ESCO001.0523.01460.002P	90772	pCONJ	PTU-N1
ESCO001.0523.01460.003P	90147	pCONJ	PTU-FE
ESCO001.0523.01460.004P	87766	pNT	-
ESCO001.0523.01460.005P	50603	pCONJ	PTU-?
ESCO001.0523.01460.006P	4017	pMOB	PTU-E3
ESCO001.0523.01461.002P	152180	pCONJ	PTU-FE
ESCO001.0523.01461.003P	91934	pOriT	-
ESCO001.0523.01461.004P	50633	pCONJ	PTU-?
ESCO001.0523.01462.002P	145445	pCONJ	PTU-FE
ESCO001.0523.01462.003P	40232	pMOB	-
ESCO001.0523.01463.002P	100283	pOriT	-
ESCO001.0523.01463.003P	89897	pCONJ	-
ESCO001.0523.01463.004P	83544	pdCONJ	-
ESCO001.0523.01463.005P	75047	pCONJ	PTU-I1
ESCO001.0523.01464.002P	91489	pNT	-
ESCO001.0523.01464.003P	46799	pCONJ	PTU-X3
ESCO001.0523.01465.002P	86914	pNT	-
ESCO001.0523.01468.002P	256955	pCONJ	PTU-HI2
ESCO001.0523.01468.003P	99284	PP	PTU-Y
ESCO001.0523.01469.002P	3367	pOriT	-
ESCO001.0523.01513.002P	121453	pMOB	-
ESCO001.0523.01513.003P	96770	PP	PTU-Y
ESCO001.0523.01513.004P	82730	pCONJ	PTU-I1
ESCO001.0523.01513.005P	60680	pCONJ	PTU-N1
ESCO001.0523.01513.006P	4073	pMOB	PTU-E10
ESCO001.0523.01513.007P	2107	pNT	-
ESCO001.0523.01514.002P	152887	pCONJ	PTU-FE
ESCO001.0523.01514.003P	121650	pCONJ	-
ESCO001.0523.01514.004P	67224	pCONJ	PTU-FE
ESCO001.0523.01514.005P	6879	pMOB	PTU-E14
ESCO001.0523.01515.002P	121453	pMOB	-
ESCO001.0523.01515.003P	95942	PP	PTU-Y
ESCO001.0523.01515.004P	61568	pCONJ	PTU-N1
ESCO001.0523.01517.002P	128535	pOriT	PTU-?
ESCO001.0523.01517.003P	113312	pCONJ	PTU-I1
ESCO001.0523.01517.004P	83291	pCONJ	-
ESCO001.0523.01517.005P	2460	pMOB	-
ESCO001.0523.01517.006P	1888	pNT	-
ESCO001.0523.01518.002P	137247	pCONJ	PTU-FE
ESCO001.0523.01518.003P	46313	pCONJ	PTU-X1
ESCO001.0523.01518.004P	1506	pOriT	PTU-E9
ESCO001.0523.01519.002P	2101	pNT	PTU-E47
ESCO001.0523.01521.002P	158848	pCONJ	PTU-FE
ESCO001.0523.01521.003P	59054	pCONJ	PTU-L/M
ESCO001.0523.01521.004P	4677	pOriT	PTU-E58
ESCO001.0523.01521.005P	4315	pOriT	PTU-E58
ESCO001.0523.01521.006P	3133	pOriT	PTU-E1
ESCO001.0523.01521.007P	1546	pOriT	PTU-E9
ESCO001.0523.01522.002P	224424	pCONJ	PTU-FE
ESCO001.0523.01522.003P	89404	pCONJ	PTU-I1
ESCO001.0523.01522.004P	18520	pOriT	PTU-?
ESCO001.0523.01522.005P	3372	pMOB	PTU-E1
ESCO001.0523.01523.002P	108771	pCONJ	PTU-I1
ESCO001.0523.01523.003P	98126	PP	PTU-Y
ESCO001.0523.01523.004P	5658	pNT	-
ESCO001.0523.01523.005P	5448	pMOB	-
ESCO001.0523.01524.002P	100833	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01524.003P	86532	pNT	PTU-FE
ESCO001.0523.01524.004P	5755	pMOB	PTU-E3
ESCO001.0523.01524.005P	5166	pMOB	PTU-E7
ESCO001.0523.01524.006P	4077	pMOB	PTU-E10
ESCO001.0523.01524.007P	4074	pMOB	PTU-E10
ESCO001.0523.01524.008P	3172	pOriT	PTU-E1
ESCO001.0523.01524.009P	2101	pNT	PTU-E47
ESCO001.0523.01525.002P	154958	pdCONJ	-
ESCO001.0523.01525.003P	68938	pCONJ	PTU-FE
ESCO001.0523.01525.004P	6222	pOriT	PTU-E63
ESCO001.0523.01525.005P	5165	pMOB	PTU-E7
ESCO001.0523.01525.006P	3461	pNT	-
ESCO001.0523.01525.007P	2113	pNT	PTU-E47
ESCO001.0523.01526.002P	86740	pCONJ	PTU-I1
ESCO001.0523.01526.003P	58919	pCONJ	PTU-FE
ESCO001.0523.01526.004P	4339	pNT	-
ESCO001.0523.01526.005P	2514	pMOB	-
ESCO001.0523.01528.002P	100940	pMOB	PTU-FE
ESCO001.0523.01528.003P	69395	pCONJ	PTU-FE
ESCO001.0523.01528.004P	58398	pCONJ	PTU-I2
ESCO001.0523.01528.005P	5167	pMOB	PTU-E7
ESCO001.0523.01528.006P	4072	pMOB	PTU-E10
ESCO001.0523.01528.007P	3009	pOriT	-
ESCO001.0523.01528.008P	2089	pNT	PTU-E47
ESCO001.0523.01529.002P	4072	pMOB	PTU-E10
ESCO001.0523.01529.003P	3374	pMOB	PTU-E1
ESCO001.0523.01529.004P	1552	pOriT	PTU-E9
ESCO001.0523.01530.002P	89026	pCONJ	PTU-I1
ESCO001.0523.01530.003P	40045	pCONJ	PTU-W
ESCO001.0523.01531.002P	85345	pCONJ	PTU-FE
ESCO001.0523.01531.003P	48150	pNT	-
ESCO001.0523.01531.004P	46810	pCONJ	PTU-X3
ESCO001.0523.01531.005P	4665	pMOB	PTU-E3
ESCO001.0523.01532.002P	141542	pCONJ	PTU-FE
ESCO001.0523.01532.003P	105686	pCONJ	PTU-I1
ESCO001.0523.01532.004P	48521	pCONJ	PTU-X3
ESCO001.0523.01532.005P	6200	pOriT	PTU-E63
ESCO001.0523.01532.006P	4761	pOriT	-
ESCO001.0523.01532.007P	3372	pOriT	PTU-E1
ESCO001.0523.01533.002P	147459	pCONJ	PTU-FE
ESCO001.0523.01533.003P	87603	pCONJ	PTU-I1
ESCO001.0523.01533.004P	4071	pMOB	PTU-E10
ESCO001.0523.01533.005P	3684	pNT	PTU-E71
ESCO001.0523.01533.006P	2100	pNT	PTU-E47
ESCO001.0523.01534.002P	111544	pNT	-
ESCO001.0523.01534.003P	92062	pCONJ	PTU-I1
ESCO001.0523.01534.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01534.005P	45345	pdCONJ	PTU-?
ESCO001.0523.01534.006P	4886	pNT	-
ESCO001.0523.01534.007P	4067	pMOB	PTU-E10
ESCO001.0523.01535.002P	83754	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01535.003P	79683	pCONJ	PTU-FE
ESCO001.0523.01535.004P	46161	pdCONJ	PTU-X3
ESCO001.0523.01535.005P	3257	pOriT	PTU-E58
ESCO001.0523.01536.002P	88670	pNT	-
ESCO001.0523.01536.003P	86975	pCONJ	PTU-I1
ESCO001.0523.01536.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01536.005P	4091	pMOB	PTU-E10
ESCO001.0523.01536.006P	1549	pOriT	PTU-E9
ESCO001.0523.01536.007P	1506	pOriT	PTU-E9
ESCO001.0523.01537.002P	168221	pCONJ	PTU-X3
ESCO001.0523.01537.003P	110689	pCONJ	PTU-FE
ESCO001.0523.01537.004P	11198	pNT	-
ESCO001.0523.01537.005P	6200	pOriT	PTU-E63
ESCO001.0523.01537.006P	2959	pOriT	-
ESCO001.0523.01537.007P	2443	pMOB	-
ESCO001.0523.01538.002P	168844	pCONJ	PTU-FE
ESCO001.0523.01538.003P	46161	pCONJ	PTU-X3
ESCO001.0523.01539.002P	88680	pNT	-
ESCO001.0523.01539.003P	86975	pCONJ	PTU-I1
ESCO001.0523.01539.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01539.005P	4091	pMOB	PTU-E10
ESCO001.0523.01539.006P	1506	pOriT	PTU-E9
ESCO001.0523.01540.002P	88659	pNT	-
ESCO001.0523.01540.003P	86975	pCONJ	PTU-I1
ESCO001.0523.01540.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01540.005P	4091	pMOB	PTU-E10
ESCO001.0523.01540.006P	1506	pOriT	PTU-E9
ESCO001.0523.01541.002P	159110	pCONJ	-
ESCO001.0523.01541.003P	118444	pCONJ	PTU-L/M
ESCO001.0523.01541.004P	24892	pOriT	-
ESCO001.0523.01542.002P	137235	pCONJ	PTU-FE
ESCO001.0523.01542.003P	91063	PP	PTU-Y
ESCO001.0523.01542.004P	24665	pOriT	PTU-X3
ESCO001.0523.01542.005P	3374	pMOB	PTU-E1
ESCO001.0523.01543.002P	137235	pCONJ	PTU-FE
ESCO001.0523.01543.003P	91360	PP	PTU-Y
ESCO001.0523.01543.004P	24944	pOriT	PTU-X3
ESCO001.0523.01543.005P	3374	pMOB	PTU-E14
ESCO001.0523.01544.002P	137192	pCONJ	PTU-FE
ESCO001.0523.01544.003P	91360	PP	PTU-Y
ESCO001.0523.01544.004P	24944	pOriT	PTU-X3
ESCO001.0523.01544.005P	3374	pOriT	PTU-E1
ESCO001.0523.01545.002P	145694	pCONJ	PTU-?
ESCO001.0523.01545.003P	94661	PP	PTU-Y
ESCO001.0523.01545.004P	47499	pCONJ	PTU-X3
ESCO001.0523.01545.005P	2045	pNT	-
ESCO001.0523.01546.002P	116611	pCONJ	PTU-FK
ESCO001.0523.01546.003P	55175	pMOB	-
ESCO001.0523.01546.004P	49849	pCONJ	PTU-X3
ESCO001.0523.01546.005P	21115	pNT	-
ESCO001.0523.01546.006P	6189	pOriT	PTU-E63
ESCO001.0523.01546.007P	2261	pOriT	PTU-E11
ESCO001.0523.01546.008P	2101	pNT	PTU-E47
ESCO001.0523.01547.002P	87111	pCONJ	PTU-I1
ESCO001.0523.01547.003P	61845	pCONJ	PTU-X3
ESCO001.0523.01548.002P	122305	pNT	-
ESCO001.0523.01548.003P	89248	PP	PTU-E25
ESCO001.0523.01548.004P	34321	pMOB	PTU-I1
ESCO001.0523.01548.005P	2101	pNT	PTU-E47
ESCO001.0523.01549.002P	116435	pCONJ	PTU-?
ESCO001.0523.01549.003P	77649	pMOB	-
ESCO001.0523.01549.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01549.005P	3684	pNT	-
ESCO001.0523.01550.002P	111058	pdCONJ	PTU-FE
ESCO001.0523.01550.003P	99721	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01550.004P	86177	PP	PTU-Y
ESCO001.0523.01550.005P	72276	pCONJ	PTU-FE
ESCO001.0523.01550.006P	46161	pCONJ	PTU-X3
ESCO001.0523.01550.007P	5847	pOriT	-
ESCO001.0523.01550.008P	3372	pMOB	PTU-E1
ESCO001.0523.01550.009P	2255	pOriT	-
ESCO001.0523.01550.010P	2028	pMOB	-
ESCO001.0523.01550.011P	1308	pNT	-
ESCO001.0523.01551.002P	110724	pCONJ	PTU-FE
ESCO001.0523.01551.003P	19903	pMOB	PTU-X3
ESCO001.0523.01551.004P	4061	pMOB	PTU-E10
ESCO001.0523.01551.005P	2959	pOriT	-
ESCO001.0523.01552.002P	133446	pCONJ	-
ESCO001.0523.01552.003P	90994	PP	PTU-Y
ESCO001.0523.01552.004P	90384	pCONJ	PTU-FE
ESCO001.0523.01552.005P	51478	pCONJ	PTU-X3
ESCO001.0523.01552.006P	5773	pMOB	PTU-E1
ESCO001.0523.01552.007P	2593	pOriT	PTU-E76
ESCO001.0523.01552.008P	2088	pNT	PTU-E47
ESCO001.0523.01553.002P	168756	pCONJ	PTU-C
ESCO001.0523.01553.003P	97755	pNT	PTU-FE
ESCO001.0523.01553.004P	11534	pNT	-
ESCO001.0523.01553.005P	5165	pMOB	PTU-E7
ESCO001.0523.01553.006P	4087	pMOB	PTU-E10
ESCO001.0523.01553.007P	4072	pMOB	PTU-E10
ESCO001.0523.01553.008P	2113	pNT	PTU-E47
ESCO001.0523.01553.009P	1552	pOriT	PTU-E9
ESCO001.0523.01553.010P	1458	pOriT	PTU-E9
ESCO001.0523.01554.002P	128054	pCONJ	PTU-FE
ESCO001.0523.01554.003P	89379	pCONJ	PTU-I1
ESCO001.0523.01554.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01554.005P	33308	pCONJ	PTU-X4
ESCO001.0523.01554.006P	12124	pNT	-
ESCO001.0523.01555.002P	147909	pdCONJ	PTU-FE
ESCO001.0523.01555.003P	111472	pCONJ	-
ESCO001.0523.01555.004P	46161	pCONJ	PTU-X3
ESCO001.0523.01555.005P	4693	pNT	-
ESCO001.0523.01556.002P	112054	pCONJ	PTU-FE
ESCO001.0523.01556.003P	46164	pCONJ	PTU-X3
ESCO001.0523.01556.004P	31251	pCONJ	PTU-X4
ESCO001.0523.01556.005P	6647	pMOB	PTU-E1
ESCO001.0523.01557.002P	140376	pCONJ	PTU-FE
ESCO001.0523.01557.003P	106787	pCONJ	PTU-I1
ESCO001.0523.01557.004P	48290	pCONJ	PTU-X3
ESCO001.0523.01557.005P	35307	pCONJ	PTU-X4
ESCO001.0523.01557.006P	8776	pMOB	-
ESCO001.0523.01557.007P	3373	pMOB	PTU-E14
ESCO001.0523.01557.008P	1551	pOriT	PTU-E9
ESCO001.0523.01558.002P	122037	pCONJ	PTU-E50
ESCO001.0523.01558.003P	104665	pCONJ	PTU-FE
ESCO001.0523.01558.004P	47360	pCONJ	PTU-X3
ESCO001.0523.01558.005P	6200	pOriT	-
ESCO001.0523.01558.006P	3684	pNT	PTU-E71
ESCO001.0523.01558.007P	2959	pOriT	-
ESCO001.0523.01558.008P	2444	pMOB	-
ESCO001.0523.01559.002P	104151	pCONJ	-
ESCO001.0523.01559.003P	62662	pNT	-
ESCO001.0523.01560.002P	298935	pCONJ	PTU-FK
ESCO001.0523.01560.003P	40699	pMOB	-
ESCO001.0523.01560.004P	5166	pMOB	PTU-E7
ESCO001.0523.01560.005P	4089	pMOB	PTU-E10
ESCO001.0523.01560.006P	3183	pOriT	-
ESCO001.0523.01561.002P	104757	pCONJ	-
